'@ @ [1/4] | Clear Quartz Woven Necklace',80000A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,'',,1,$99.99,4,$95.00,,,1,K&K400,K&K160,,,,,,
'[2/12] | 1.5 Inch Dried Flower and Bamboo Rings with Red Resin Bangl',80486E,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.49,,,'',,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'[2/12] | 1.5 Inch Ivory Snakeskin with Laminated Bangle Bracelet',80486G,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.49,,,'',,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'[2/12] | Natural Snakeskin with Black Mop Shell Accent Laminated Ban',80486H,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.49,,,'',,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'[2/12] | 1 Inch Lime Snakeskin Laminated Bangle Bracelet',80487A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$3.49,,,'',,2,$6.99,12,$6.65,,,2,K&K400,K&K160,,,,,,
'[2/24] | Necklace Display',80489C,JWL060,20171123,In stock & shipping checked (Nov 22nd),,,,"'6.75""H x 8.5""W x 6.5""D'",,2,$8.99,24,$8.55,,,2,K&K400,K&K160,,,,,,
'[2/24] | Necklace Display',80489D,JWL060,20171123,In stock & shipping checked (Nov 22nd),,,,"'10""H x 9.5""W x 6.75""D'",,2,$12.99,24,$12.35,,,2,K&K400,K&K160,,,,,,
'[2/24] | Necklace Display',80489E,JWL060,20171123,In stock & shipping checked (Nov 22nd),,,,"'13.5""H x 9""W x 6""D'",,2,$17.50,24,$16.65,,,2,K&K400,K&K160,,,,,,
'[2/24] | Necklace Display',80489F,JWL060,20171123,In stock & shipping checked (Nov 22nd),$22.49,,,"'7""H x 7""W x 6.5""D'",,2,$44.99,24,$42.75,,,2,K&K400,K&K160,,,,,,
'[1/24] | Necklace Display',80490A-BK,JWL060,20171123,In stock & shipping checked (Nov 22nd),$17.49,,,"'12""H x 8.5""W x 2.5""D'",,1,$34.99,24,$33.25,,,1,K&K400,K&K160,,,,,,
'[1/24] | Necklace Display',80490A-WH,JWL060,20171123,In stock & shipping checked (Nov 22nd),$17.49,,,"'12""H x 8.5""W x 2.5""D'",,1,$34.99,24,$33.25,,,1,K&K400,K&K160,,,,,,
'[1/24] | Necklace Display',80490B,JWL060,20171123,In stock & shipping checked (Nov 22nd),$22.49,,,"'18.75""H x 7.75""W x 5.5""D'",,1,$44.99,24,$42.75,,,1,K&K400,K&K160,,,,,,
'[1/24] | Necklace Display',80491A,JWL060,20171123,In stock & shipping checked (Nov 22nd),$14.99,,,"'11.5""H x 10.5""W x 3.75""D'",,1,$29.99,24,$28.50,,,1,K&K400,K&K160,,,,,,
'[6/48] | Ring Display',80493A,JWL060,20171123,In stock & shipping checked (Nov 22nd),,,,"'2.75""H x 2.25""W'",,6,$1.99,48,$1.90,,,6,K&K400,K&K160,,,,,,
'[6/48] | Earring Stand',80494A,JWL060,20171123,In stock & shipping checked (Nov 22nd),,,,"'4.5""H x 2.25""W'",,6,$2.99,48,$2.85,,,6,K&K400,K&K160,,,,,,
'[2/24] | Bracelet Display Bar',80496A,JWL060,20171123,In stock & shipping checked (Nov 22nd),,,,"'4""H x 7.5""W x 3""D'",,2,$8.99,24,$8.55,,,2,K&K400,K&K160,,,,,,
'@ @ [1/6] | Black Handbag',80504A,JWL020,20171123,In stock & shipping checked (Nov 22nd),,,,'',,1,$29.99,6,$28.50,,,1,K&K400,K&K160,,,,,,
'[1/6] | Bronze Handbag',80506A-BZ,JWL020,20171123,In stock & shipping checked (Nov 22nd),$19.99,,,"'10.5""H x 18""W HANDLE: 3""H'",,1,$39.99,6,$38.00,,,1,K&K400,K&K160,,,,,,
'@ @ [1/6] | Gray Handbag',80506A-GY,JWL020,20171123,In stock & shipping checked (Nov 22nd),,,,"'10.5""H x 18""W HANDLE: 3""H'",,1,$29.99,6,$28.50,,,1,K&K400,K&K160,,,,,,
'@ @ [1/6] | Black Handbag',80507A-BK,JWL020,20171123,In stock & shipping checked (Nov 22nd),,,,"'18.5""L x 10.5""W'",,1,$29.99,6,$28.50,,,1,K&K400,K&K160,,,,,,
'@ @ [1/6] | Black Handbag',80514A,JWL020,20171123,In stock & shipping checked (Nov 22nd),,,,"'8""H x 16""W'",,1,$39.99,6,$38.00,,,1,K&K400,K&K160,,,,,,
'[2/12] | White Bow Clutch Handbag',80517A-WH,JWL020,20171123,In stock & shipping checked (Nov 22nd),$9.99,,,"'9""H x 7""W x 2""D'",,2,$19.99,12,$19.00,,,2,K&K400,K&K160,,,,,,
'[2/12] | Beige Flower Coin Purse',80522A-BG,JWL020,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,"'5""Dia.'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/12] | Black Flower Coin Purse',80522A-BK,JWL020,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,"'5""Dia.'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/12] | Blue Flower Coin Purse',80522A-BL,JWL020,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,"'5""Dia.'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/24] | Gold Metallic Flower Coin Purse with Wrist Strap',80522A-GD,JWL020,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,"'5""Dia.'",,2,$7.50,24,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/12] | Grey Flower Coin Purse',80522A-GY,JWL020,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,"'5""Dia.'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/12] | Lime Green Flower Coin Purse',80522A-LMGR,JWL020,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,"'5""Dia.'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/12] | Orange Flower Coin Purse',80522A-OR,JWL020,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,"'5""Dia.'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/12] | Bright Pink Flower Coin Purse',80522A-PK,JWL020,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,"'5""Dia.'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/12] | Red Flower Coin Purse',80522A-RD,JWL020,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,"'5""Dia.'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/24] | Silver Metallic Flower Coin Purse with Wrist Strap',80522A-SI,JWL020,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,"'5""Dia.'",,2,$7.50,24,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/12] | Yellow Flower Coin Purse',80522A-YE,JWL020,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,"'5""Dia.'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/12] | Black Lacy Crochet with Fringe',80523A-BK,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'74""L x 9""W'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'[2/12] | Tan Lacy Crochet with Fringe',80523A-TN,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'74""L x 9""W'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'[2/12] | White Lacy Crochet with Fringe',80523A-WH,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'74""L x 9""W'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'[2/12] | Taupe and Black Sheer Woven with Fringe',80525B,JWL010,20171123,In stock & shipping checked (Nov 22nd),$7.49,,,"'73""L x 7""W'",,2,$14.99,12,$14.25,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Black and Gray Sheer Floral',80529A,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'71""L x 20""W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Red and Tan Sheer Dots',80533A-RDTN,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'74""L x 12""W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | White and Lime Sheer Dots',80533A-WHLM,JWL010,20171123,In stock & shipping checked (Nov 22nd),$4.99,,,"'74""L x 12""W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Tan Sheer Tiny Dots',80534A-TN,JWL010,20171123,In stock & shipping checked (Nov 22nd),$4.99,,,"'79""L x 9""W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Black and White Sheer Abstract Stripe',80535A,JWL010,20171123,In stock & shipping checked (Nov 22nd),$4.99,,,"'69""L x 22""W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Black and White Animal Sheer with Border',80536A-WHBK,JWL010,20171123,In stock & shipping checked (Nov 22nd),$6.25,,,"'70""L x 20""W'",,2,$12.50,12,$11.90,,,2,K&K400,K&K160,,,,,,
'[2/12] | Black and Cream Sheer Animal Print',80537A,JWL010,20171123,In stock & shipping checked (Nov 22nd),$9.99,,,"'70""L x 24""W'",,2,$19.99,12,$19.00,,,2,K&K400,K&K160,,,,,,
'[2/12] | Black and Cream Abstract Animal Sheer',80538A-BK,JWL010,20171123,In stock & shipping checked (Nov 22nd),$7.49,,,"'77""L x 15""W'",,2,$14.99,12,$14.25,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Black Solid Ruffle Oblong Viscose',80556A-BK,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'72""L x 7""W'",,2,$14.99,12,$14.25,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | White Solid Ruffle Oblong Viscose',80556A-WH,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'72""L x 7""W'",,2,$14.99,12,$14.25,,,2,K&K400,K&K160,,,,,,
'[2/12] | Black and Fuchsia Optical Illusion Dots 100% Acrylic',80558A-FU,JWL010,20171123,In stock & shipping checked (Nov 22nd),$8.75,,,'',,2,$17.50,12,$16.65,,,2,K&K400,K&K160,,,,,,
'[2/12] | Black and White Animal Print 100% Rayon',80560A,JWL010,20171123,In stock & shipping checked (Nov 22nd),$8.75,,,'',,2,$17.50,12,$16.65,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Silver 5 Row Big Stone Stretch Bracelet',80575A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'1""W x 2.25""W'",,2,$14.99,12,$14.25,,,2,K&K400,K&K160,,,,,,
'[3/12] | Snap Bracelet Holder',80580A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'3""H x 3.5""W x 4""D'",,3,$4.50,12,$4.30,,,3,K&K400,K&K160,,,,,,
'[2/12] | Peace Love Joy Inspirational Keychain',80584A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$3.99,,,"'4""L'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'[2/12] | Brown Crystal Cluster Post Earrings',80592A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$3.49,,,'',,2,$6.99,12,$6.65,,,2,K&K400,K&K160,,,,,,
'[1/12] | Multi Color Crystal Necklace and Earring Set',80596A-MULTI,JWL030,20171123,In stock & shipping checked (Nov 22nd),$24.99,,,'',,1,$49.99,12,$47.50,,,1,K&K400,K&K160,,,,,,
'[2/12] | Tri Tone Multi Chain Crystal Necklace and Earring Set',80600A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$6.49,,,'',,2,$12.99,12,$12.35,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver Crystal Heart Pendant',80616A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.25,,,"'2""L x 2""W'",,2,$8.50,12,$8.10,,,2,K&K400,K&K160,,,,,,
'[2/12] | Twisted Multi Chain Silver and Crystal Bracelet',80628A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.99,,,"'8""L w/1"" extender'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Black Basketweave Bracelet with Crystals',80631A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'7.5""L x 1.25""W w/3"" extender'",,2,$8.50,12,$8.10,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Silver Basketweave Bracelet with Crystals',80632A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'7.5""L x 1.25""W w/3"" extender'",,2,$8.50,12,$8.10,,,2,K&K400,K&K160,,,,,,
'[6/72] | Love Is Crystal & Tri Tone Triple Bracelet',80634A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2.5""Dia.'",,6,$3.99,72,$3.80,,,6,K&K400,K&K160,,,,,,
'[6/72] | Live Love Laugh Crystal Tri Tone Triple Bracelet',80635A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$1.99,,,"'2.5""Dia.'",,6,$3.99,72,$3.80,,,6,K&K400,K&K160,,,,,,
'[6/72] | Dance As Though Crystal Tri Tone Triple Bracelet',80637A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$1.99,,,"'2.5""Dia.'",,6,$3.99,72,$3.80,,,6,K&K400,K&K160,,,,,,
'[6/72] | Footprints Tri Tone Triple Bracelet',80639A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$1.99,,,"'2.5""Dia.'",,6,$3.99,72,$3.80,,,6,K&K400,K&K160,,,,,,
'[2/12] | Oxidized Silver Stretch Ring',80668A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.49,,,"'1""Dia.'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'[1/12] | Large White Lace Handbag',80680A-WH,JWL020,20171123,In stock & shipping checked (Nov 22nd),$19.99,,,'',,1,$39.99,12,$38.00,,,1,K&K400,K&K160,,,,,,
'[1/12] | Grey and Black Stripe Clutch Bag',80683A-GY-BK,JWL020,20171123,In stock & shipping checked (Nov 22nd),$14.99,,,'',,1,$29.99,12,$28.50,,,1,K&K400,K&K160,,,,,,
'[1/12] | Rose and Black Stripe Clutch Bag',80683A-RO-BK,JWL020,20171123,In stock & shipping checked (Nov 22nd),$14.99,,,'',,1,$29.99,12,$28.50,,,1,K&K400,K&K160,,,,,,
'[1/12] | White and Black Stripe Clutch Bag',80683A-WH-BK,JWL020,20171123,In stock & shipping checked (Nov 22nd),$14.99,,,'',,1,$29.99,12,$28.50,,,1,K&K400,K&K160,,,,,,
'@ @ [2/12] | Red with Tan Dots Ruffle Silk Scarf',80716A-RD,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'64""L x 25""W'",,2,$14.99,12,$14.25,,,2,K&K400,K&K160,,,,,,
'[2/12] | White Pom Pom Bounce Scarf',80718A-WH,JWL010,20171123,In stock & shipping checked (Nov 22nd),$3.99,,,"'80""L x 5.5""W'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'[2/12] | Cream and Brown Dotted Peony and Leopard Silk Scarf',80724A-CR,JWL010,20171123,In stock & shipping checked (Nov 22nd),$6.25,,,"'74""L x 12""W'",,2,$12.50,12,$11.90,,,2,K&K400,K&K160,,,,,,
'@ @ [3/24] | Red and Tan Dotted Scarf',80730A-RDTN,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'62""L x 27""W'",,3,$5.99,24,$5.70,,,3,K&K400,K&K160,,,,,,
'[2/12] | White Ruffle Knit',80735A-WH,JWL010,20171123,In stock & shipping checked (Nov 22nd),$4.25,,,"'58""L x 14""W'",,2,$8.50,12,$8.10,,,2,K&K400,K&K160,,,,,,
'[2/12] | White Gathered Bounce Scarf',80737A,JWL010,20171123,In stock & shipping checked (Nov 22nd),$4.25,,,"'72""L x 18""W'",,2,$8.50,12,$8.10,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | White Bouncy Knit Scarf',80743A-WH,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'48""L x 8""W'",,2,$8.50,12,$8.10,,,2,K&K400,K&K160,,,,,,
'[3/24] | Goldtone Crystal Bat Pin',80791A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,'',,3,$7.50,24,$7.15,,,3,K&K400,K&K160,,,,,,
'[2/12] | Jack O Lantern Scarecrow Pin',80792A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$2.99,,,'',,2,$5.99,12,$5.70,,,2,K&K400,K&K160,,,,,,
'[3/24] | Goldtone Happy Halloween Pin',80799A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$2.99,,,'',,3,$5.99,24,$5.70,,,3,K&K400,K&K160,,,,,,
'[2/12] | Goldtone and Crystal Drum Pin',80801A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$3.99,,,'',,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'[2/12] | Goldtone and Hemantitetone Cornucopia Pin',80804A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$3.49,,,'',,2,$6.99,12,$6.65,,,2,K&K400,K&K160,,,,,,
'[2/12] | Pink Clear and Sea Opal Stretch Bracelet',80832A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$6.25,,,'',,2,$12.50,12,$11.90,,,2,K&K400,K&K160,,,,,,
'[2/12] | Black Genuine Leather with Flower Snap Cuff Bracelet',80835A-BK,JWL030,20171123,In stock & shipping checked (Nov 22nd),$12.49,,,'',,2,$24.99,12,$23.75,,,2,K&K400,K&K160,,,,,,
'[2/12] | Black Genuine Leather with White Flower Snap Cuff Bracelet',80835A-BKWH,JWL030,20171123,In stock & shipping checked (Nov 22nd),$12.49,,,"'6.5""L w/1"" extender PENDANT: 1""W x 3.5""Dia.'",,2,$24.99,12,$23.75,,,2,K&K400,K&K160,,,,,,
'[2/12] | Brown Genuine Leather with Turquoise Flower Snap Cuff Bracelet',80835A-BRTQ,JWL030,20171123,In stock & shipping checked (Nov 22nd),$12.49,,,'',,2,$24.99,12,$23.75,,,2,K&K400,K&K160,,,,,,
'[2/12] | Pink Genuine Leather with Flower Snap Cuff Bracelet',80835A-PK,JWL030,20171123,In stock & shipping checked (Nov 22nd),$12.49,,,'',,2,$24.99,12,$23.75,,,2,K&K400,K&K160,,,,,,
'[2/12] | Black Genuine Leather with Red Flower Snap Cuff Bracelet',80835A-RDBK,JWL030,20171123,In stock & shipping checked (Nov 22nd),$12.49,,,'',,2,$24.99,12,$23.75,,,2,K&K400,K&K160,,,,,,
'[2/12] | Hot Pink Genuine Leather with Multi Color Flowers Snap Cuff Brace',80836A-HPK,JWL030,20171123,In stock & shipping checked (Nov 22nd),$9.25,,,"'7""L  x 2""W w/1"" extender'",,2,$18.50,12,$17.60,,,2,K&K400,K&K160,,,,,,
'[2/12] | Black Genuine Leather and Crystal Flower Bend to Fit Cuff Brace',80840A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$9.99,,,'',,2,$19.99,12,$19.00,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Silver Genuine Leather and Crystal Flower Bend to Fit Cuff Bracel',80841A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'7""L x 2.25""W'",,2,$14.99,12,$14.25,,,2,K&K400,K&K160,,,,,,
'[2/12] | 34 Inch Antique Silver with Pastel Stone Necklace',80907A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$5.49,,,"'34""L'",,2,$10.99,12,$10.45,,,2,K&K400,K&K160,,,,,,
'[2/12] | 7.5 - 8 Inch Rhyolite Natural Stone Stretch Bracelet',80912A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$12.49,,,'',,2,$24.99,12,$23.75,,,2,K&K400,K&K160,,,,,,
'[1/6] | 7.5 - 8 Inch Matte Black Jade Stretch Bracelet',80913A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$14.99,,,'',,1,$29.99,6,$28.50,,,1,K&K400,K&K160,,,,,,
'[1/6] | 7.5 - 8 Inch Matte Wonder Stone Bracelet',80914A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$14.99,,,'',,1,$29.99,6,$28.50,,,1,K&K400,K&K160,,,,,,
'[1/4] | Natural Rhyolite Necklace',80915A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$29.99,,,'',,1,$59.99,4,$57.00,,,1,K&K400,K&K160,,,,,,
'@ @ [1/4] | 18.5 Inch Matte Black Jade Necklace with 3 Inch Extender',80916A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,'',,1,$49.99,4,$47.50,,,1,K&K400,K&K160,,,,,,
'@ @ [1/4] | Matte Wonder Stone Necklace',80917A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,'',,1,$49.99,4,$47.50,,,1,K&K400,K&K160,,,,,,
'[2/12] | 7.5 - 8 Inch Matte Outback Jasper Stone Bracelet',80918A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$11.25,,,'',,2,$22.50,12,$21.40,,,2,K&K400,K&K160,,,,,,
'[1/6] | 7.5 - 8 Inch Natural Dumortierite Stone Stretch Bracelet',80919A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$14.99,,,'',,1,$29.99,6,$28.50,,,1,K&K400,K&K160,,,,,,
'@ @ [1/6] | Stainless Steel Bead Stretch Bracelet',80923A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'3""Dia.'",,1,$29.99,6,$28.50,,,1,K&K400,K&K160,,,,,,
'@ @ [1/6] | Stainless Steel Stretch Cuff in Brushed Silver and Rose Gold',80926A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'1.25""W x 2.5""Dia.'",,1,$29.99,6,$28.50,,,1,K&K400,K&K160,,,,,,
'[2/12] | Stainless Steel Puffed Circle Drop Post Earrings',80928A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$8.75,,,'',,2,$17.50,12,$16.65,,,2,K&K400,K&K160,,,,,,
'@ @ [1/6] | 40 Inch Stainless Steel with Brushed Gold Balls Necklace',80933A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'40""L'",,1,$29.99,6,$28.50,,,1,K&K400,K&K160,,,,,,
'@ @ [1/6] | 20 Inch Stainless Steel with Brushed Gold Balls Necklace',80934A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'20""L'",,1,$29.99,6,$28.50,,,1,K&K400,K&K160,,,,,,
'[2/12] | Black Onyx and White Porcelain Stretch Bracelet',80940A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$6.25,,,'',,2,$12.50,12,$11.90,,,2,K&K400,K&K160,,,,,,
'[1/6] | Black Onyx and White Porcelain Necklace with Sterling Silver Cla',80941A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$22.49,,,'',,1,$44.99,6,$42.75,,,1,K&K400,K&K160,,,,,,
'[1/4] | Natural Blue Sodalite Necklace with Sterling Silver Clasp',80944A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$34.99,,,'',,1,$69.99,4,$66.50,,,1,K&K400,K&K160,,,,,,
'[2/12] | Yellow Acrylic Cluster Necklace',80947A-YE,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.25,,,'',,2,$8.50,12,$8.10,,,2,K&K400,K&K160,,,,,,
'[2/12] | Black Acrylic Cha Cha Stretch Bracelet',80948A-BK,JWL030,20171123,In stock & shipping checked (Nov 22nd),$6.25,,,'',,2,$12.50,12,$11.90,,,2,K&K400,K&K160,,,,,,
'[2/12] | Blue Acrylic Cha Cha Stretch Bracelet',80948A-BL,JWL030,20171123,In stock & shipping checked (Nov 22nd),$6.25,,,'',,2,$12.50,12,$11.90,,,2,K&K400,K&K160,,,,,,
'[2/12] | Clear Acrylic Cha Cha Stretch Bracelet',80948A-CL,JWL030,20171123,In stock & shipping checked (Nov 22nd),$6.25,,,'',,2,$12.50,12,$11.90,,,2,K&K400,K&K160,,,,,,
'[2/12] | Lime Acrylic Cha Cha Stretch Bracelet',80948A-LM,JWL030,20171123,In stock & shipping checked (Nov 22nd),$6.25,,,'',,2,$12.50,12,$11.90,,,2,K&K400,K&K160,,,,,,
'[2/12] | Smokey Acrylic Cha Cha Stretch Bracelet',80948A-SM,JWL030,20171123,In stock & shipping checked (Nov 22nd),$6.25,,,'',,2,$12.50,12,$11.90,,,2,K&K400,K&K160,,,,,,
'[2/12] | Yellow Acrylic Cha Cha Stretch Bracelet',80948A-YE,JWL030,20171123,In stock & shipping checked (Nov 22nd),$6.25,,,'',,2,$12.50,12,$11.90,,,2,K&K400,K&K160,,,,,,
'[2/12] | Black Acrylic Cluster Stretch Bracelet',80949A-BK,JWL030,20171123,In stock & shipping checked (Nov 22nd),$5.49,,,'',,2,$10.99,12,$10.45,,,2,K&K400,K&K160,,,,,,
'[2/12] | Blue Acrylic Cluster Stretch Bracelet',80949A-BL,JWL030,20171123,In stock & shipping checked (Nov 22nd),$5.49,,,'',,2,$10.99,12,$10.45,,,2,K&K400,K&K160,,,,,,
'[2/12] | Clear Acrylic Cluster Stretch Bracelet',80949A-CL,JWL030,20171123,In stock & shipping checked (Nov 22nd),$5.49,,,'',,2,$10.99,12,$10.45,,,2,K&K400,K&K160,,,,,,
'[2/12] | Lime Acrylic Cluster Stretch Bracelet',80949A-LM,JWL030,20171123,In stock & shipping checked (Nov 22nd),$5.49,,,'',,2,$10.99,12,$10.45,,,2,K&K400,K&K160,,,,,,
'[2/12] | Smokey Acrylic Cluster Stretch Bracelet',80949A-SM,JWL030,20171123,In stock & shipping checked (Nov 22nd),$5.49,,,'',,2,$10.99,12,$10.45,,,2,K&K400,K&K160,,,,,,
'[2/12] | Yellow Acrylic Cluster Stretch Bracelet',80949A-YE,JWL030,20171123,In stock & shipping checked (Nov 22nd),$5.49,,,'',,2,$10.99,12,$10.45,,,2,K&K400,K&K160,,,,,,
'[2/12] | White/Smokey Double Row Acrylic Necklace',80951A-WH,JWL030,20171123,In stock & shipping checked (Nov 22nd),$9.99,,,'',,2,$19.99,12,$19.00,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold Crystal Bow Stretch Ring',80957A-GD,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.49,,,'',,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold Crystal Large Bow Stretch Ring',80958A-GD,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.99,,,'',,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[1/4] | 20mm Natural Picture Jasper Necklace',80961A-NECK,JWL030,20171123,In stock & shipping checked (Nov 22nd),$29.99,,,'',,1,$59.99,4,$57.00,,,1,K&K400,K&K160,,,,,,
'@ @ [2/12] | Silver Textured Buckle Stretch Bracelet',80965A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'1.5""W x 2""Dia.'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Silver Textured Ring Multi Chain Necklace',81004A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17""L w/2"" extender'",,2,$12.50,12,$11.90,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Silver Large Coin Bib Necklace',81007A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,'',,2,$14.99,12,$14.25,,,2,K&K400,K&K160,,,,,,
'[2/12] | Black Diamond and Clear Crystal Silver Necklace',81009A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$5.49,,,"'16""L w/3"" extender'",,2,$10.99,12,$10.45,,,2,K&K400,K&K160,,,,,,
